coef;guild;merchantid
0,71;Ассоциация Оливковых Торговцев;94456976
0,2;Гильдия Августовских Торговцев;4254575
0,82;Гильдия Гончаров;102741831
0,11;Братство Кузнецов;92966736
0,87;Гильдия Гончаров;4183118
0,45;Гильдия Гончаров;4447110
0,41;Ассоциация Оливковых Торговцев;91180180
0,96;Гильдия Гончаров;91155925
0,26;Ассоциация Оливковых Торговцев;305838659
0,8;Братство Кузнецов;107171895
0,97;Братство Кузнецов;56807923
0,87;Ассоциация Оливковых Торговцев;97771769
0,78;Ассоциация Оливковых Торговцев;4107719
0,62;Гильдия Августовских Торговцев;5044278
0,71;Гильдия Пекарей;94414384
0,74;Гильдия Августовских Торговцев;94380727
0,19;Ассоциация Оливковых Торговцев;103716702
0,8;Гильдия Пекарей;94380640
0,38;Гильдия Пекарей;94364756
0,82;Гильдия Гончаров;34081424
0,17;Лига Керамистов;104697965
0,64;Гильдия Пекарей;71646673
0,5;Гильдия Гончаров;87203644
0,4;Гильдия Августовских Торговцев;56791159
0,68;Ассоциация Оливковых Торговцев;98775416
0,15;Гильдия Пекарей;56790492
0,71;Гильдия Августовских Торговцев;6547961
0,3;Ассоциация Оливковых Торговцев;305710777
0,81;Гильдия Августовских Торговцев;102548234
0,66;Ассоциация Оливковых Торговцев;305628043
0,37;Ассоциация Оливковых Торговцев;305610699
0,56;Гильдия Пекарей;107653171
0,82;Союз Скотоводов;305566541
0,15;Гильдия Гончаров;305565237
0,13;Объединение Фруктовых Садовников;555494
0,85;Объединение Рыбаков;305529139
0,86;Ассоциация Оливковых Торговцев;3266862
0,37;Гильдия Гончаров;93139839
0,8;Ассоциация Оливковых Торговцев;305485927
0,13;Гильдия Августовских Торговцев;67235642
0,78;Ассоциация Оливковых Торговцев;305477699
0,79;Ассоциация Оливковых Торговцев;305468255
0,65;Ассоциация Оливковых Торговцев;97797367
0,11;Ассоциация Оливковых Торговцев;94355832
0,47;Гильдия Пекарей;103771850
0,41;Братство Поставщиков Специй;9478062
0,93;Гильдия Гончаров;94347953
0,27;Ассоциация Оливковых Торговцев;92457864
0,66;Ассоциация Оливковых Торговцев;94410995
0,61;Гильдия Гончаров;90940714
0,88;Объединение Рыбаков;90775324
0,93;Гильдия Парфюмеров;94285178
0,58;Ассоциация Оливковых Торговцев;49024412
0,98;Ассоциация Оливковых Торговцев;103340886
0,35;Гильдия Пекарей;89364124
0,22;Гильдия Гончаров;56334788
0,91;Ассоциация Оливковых Торговцев;95547660
1;Ассоциация Оливковых Торговцев;305456265
0,65;Гильдия Пекарей;98167570
0,33;Ассоциация Оливковых Торговцев;305418245
0,94;Ассоциация Оливковых Торговцев;300158949
0,07;Ассоциация Оливковых Торговцев;305411869
0,84;Гильдия Августовских Торговцев;97257937
0,05;Ассоциация Оливковых Торговцев;305340649
0,26;Братство Кузнецов;94942582
0,59;Ассоциация Оливковых Торговцев;305318825
0,98;Ассоциация Оливковых Торговцев;104509192
0,21;Союз Судостроителей;95720901
0,3;Гильдия Гончаров;102301054
0,2;Братство Поставщиков Специй;97813651
0,4;Гильдия Пекарей;37926490
0,81;Ассоциация Оливковых Торговцев;102598263
0,29;Лига Керамистов;102111159
1;Ассоциация Оливковых Торговцев;102591609
0,53;Ассоциация Оливковых Торговцев;102572262
0,14;Гильдия Августовских Торговцев;97674617
0,05;Гильдия Августовских Торговцев;305300587
0,75;Ассоциация Оливковых Торговцев;305259361
0,29;Ассоциация Оливковых Торговцев;94851255
0,09;Гильдия Гончаров;103270781
0,67;Ассоциация Оливковых Торговцев;305147551
0,78;Союз Скотоводов;305108353
0,74;Ассоциация Оливковых Торговцев;98081688
0,66;Гильдия Пекарей;106519870
0,57;Братство Виноделов;97160704
0,31;Гильдия Гончаров;88235897
0,12;Ассоциация Оливковых Торговцев;305053373
0,5;Общество Ювелиров;102541827
0,88;Гильдия Пекарей;102533976
0,34;Гильдия Пекарей;56021348
0,4;Ассоциация Оливковых Торговцев;305006247
0,55;Гильдия Пекарей;305000015
0,26;Гильдия Августовских Торговцев;104973529
0,2;Ассоциация Оливковых Торговцев;305314139
0,17;Гильдия Августовских Торговцев;33017500
